Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-7041.71	-7454.994	413.2849	0.8311143	0.412208	0.287678	0.181433	0.118681	1.432186	5.897823
6	-7037.894	-7452.047	414.1531	0.9645448	0.48109	0.217362	0.1823	0.119248	1.432186	5.346117
12	-7032.436	-7447.275	414.8397	0.8371003	0.503051	0.227284	0.190622	0.0790433	1.54871	4.973841
18	-7042.68	-7456.114	413.4344	0.9389203	0.499038	0.19485	0.245206	0.060906	1.354198	5.798006
24	-7050.536	-7463.191	412.6549	1.038553	0.493433	0.141841	0.156792	0.207934	1.321149	6.186786
30	-7056.157	-7469.489	413.3326	1.007035	0.523937	0.204571	0.111904	0.159588	1.402764	5.789581
36	-7051.831	-7463.888	412.0574	0.9086362	0.497154	0.216809	0.116903	0.169134	1.499396	6.485367
42	-7069.096	-7481.409	412.3129	0.807244	0.481273	0.189693	0.229313	0.099721	1.389194	6.463557
48	-7063.448	-7476.516	413.0676	1.052741	0.420507	0.20534	0.236974	0.137179	1.464822	5.875803
54	-7063.813	-7476.589	412.7765	1.125463	0.582356	0.093849	0.166858	0.156937	1.366191	6.049778
60	-7062.463	-7477.603	415.1397	0.8633727	0.405368	0.275366	0.161819	0.157447	1.560892	4.784732
66	-7041.08	-7455.261	414.181	0.8621053	0.474936	0.233809	0.159837	0.131419	1.411253	5.400047
72	-7027.487	-7438.179	410.6925	1.005988	0.502057	0.21101	0.148244	0.138689	1.320792	7.264604
78	-7008.719	-7420.657	411.938	0.9749804	0.555146	0.188513	0.132439	0.123903	1.308142	6.617044
84	-7022.429	-7435.535	413.106	1.017419	0.566468	0.162952	0.18175	0.0888301	1.383109	5.918589
90	-7035.166	-7450.656	415.4902	0.9039006	0.566468	0.162952	0.18175	0.0888301	1.550099	4.571157
96	-7034.821	-7450.224	415.403	1.013499	0.469227	0.258508	0.18092	0.0913459	1.651884	4.500692
102	-7042.092	-7458.096	416.0034	0.8322456	0.471333	0.259668	0.177244	0.0917559	1.603577	4.293518
108	-7040.559	-7454.444	413.8851	0.9373567	0.575384	0.203703	0.150779	0.0701333	1.551955	5.443009
114	-7037.503	-7452.181	414.6779	0.8177392	0.476087	0.233048	0.157543	0.133323	1.63033	5.029572
120	-7023.905	-7440.122	416.2167	0.9045943	0.52133	0.255194	0.116999	0.106477	1.642393	4.108001
126	-7027.094	-7442.967	415.8726	0.9016641	0.441799	0.216264	0.229655	0.112282	1.643377	4.304429
132	-7038.42	-7453.716	415.2958	0.9643831	0.499297	0.174196	0.196982	0.129525	1.511867	4.667082
138	-7043.217	-7458.366	415.1488	1.006592	0.525762	0.179441	0.161372	0.133425	1.634772	4.656851
144	-7032.449	-7447.203	414.7533	0.9905371	0.564215	0.192565	0.10687	0.13635	1.587924	4.912834
150	-7017.48	-7430.692	413.2119	0.9844746	0.510569	0.168452	0.209039	0.11194	1.583797	5.768939
156	-7023.086	-7436.716	413.6304	0.9420563	0.530435	0.184583	0.215964	0.069019	1.449111	5.636852
162	-7042.363	-7455.991	413.628	0.9697466	0.484654	0.163334	0.207767	0.144244	1.545858	5.569673
168	-7036.002	-7450.402	414.3997	1.072056	0.535778	0.168124	0.208304	0.0877947	1.558916	5.080507
174	-7034.299	-7449.929	415.6304	0.9422283	0.440056	0.255996	0.174269	0.129679	1.591463	4.447049
180	-7026.134	-7441.949	415.8147	0.9817487	0.551675	0.201748	0.140507	0.10607	1.685536	4.267296
186	-7026.343	-7441.734	415.3914	0.8140337	0.477769	0.303789	0.113504	0.104938	1.832249	4.520476
192	-7026.084	-7442.582	416.4979	0.9514058	0.508327	0.27285	0.101385	0.117438	1.808581	3.824744
198	-7036.97	-7454.164	417.1938	0.9619304	0.438004	0.264718	0.159644	0.137634	1.804985	3.416843
204	-7032.186	-7448.72	416.5339	1.1155	0.57618	0.0570757	0.22528	0.141464	1.693452	3.776702
210	-7024.792	-7441.75	416.9579	1.24273	0.529699	0.133143	0.207106	0.130052	1.751925	3.426363
216	-7018.662	-7435.334	416.672	1.006552	0.544051	0.100553	0.204878	0.150517	1.776059	3.711139
222	-7019.637	-7436.9	417.2629	1.105482	0.5473	0.118381	0.182903	0.151416	1.835529	3.27471
228	-7007.591	-7424.958	417.3668	1.097794	0.568028	0.116142	0.177534	0.138296	1.966981	3.139715
234	-7025.439	-7442.982	417.5435	0.9493491	0.545714	0.146165	0.175258	0.132863	1.854994	3.188821
240	-7016.666	-7434.107	417.4404	1.096915	0.548177	0.153591	0.164769	0.133463	1.836118	3.174248
246	-7037.574	-7455.53	417.9559	0.9261677	0.482912	0.197273	0.158143	0.161672	1.787509	2.997167
252	-7026.322	-7444.257	417.9348	0.9217328	0.465723	0.210894	0.171143	0.15224	1.831447	2.986202
258	-7033.51	-7451.347	417.8377	0.9217328	0.507935	0.197388	0.153217	0.14146	1.837268	3.040926
264	-7073.899	-7489.988	416.089	0.8928869	0.502371	0.183121	0.1838	0.130708	1.750786	4.125823
270	-7046.704	-7462.957	416.2537	0.9516049	0.507472	0.154328	0.230588	0.107612	1.58237	4.093837
276	-7072.807	-7489.258	416.4512	0.8233955	0.531185	0.161539	0.241362	0.065914	1.778023	3.944634
282	-7054.262	-7469.219	414.9565	0.8724737	0.551641	0.174493	0.205413	0.0684524	1.659476	4.826718
